#Organism_name,taxonomy_ID,Supergroup_group,Phylum,Class,Mitochondria_type,Plastid_type
Lycoris squamigera,112568,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Trichophthalma punctata,395991,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Arctocephalus forsteri,29084,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Tor khudree,203118,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Bunostomum phlebotomum,577651,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Cephalothrix sp. SCS-2010,743460,Opisthokonta_Metazoa,Nemertea,Palaeonemertea,Aerobic_mitochondria,None
Cryptocercus relictus,63626,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Scotonycteris bergmansi,1609901,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Sicyopterus sarasini,1236004,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Takifugu flavidus x Takifugu rubripes,1577845,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Dolichovespula panda,2040468,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Eucalyptus diversicolor,166933,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Kluyveromyces aestuarii ATCC 18862,854826,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Corylus avellana,13451,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Indopodisma kingdoni,1257162,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Procyon lotor,9654,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Cyberlindnera misumaiensis,131113,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Takifugu flavidus,433684,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Catajapyx aquilonaris,438503,Opisthokonta_Metazoa,Arthropoda,Diplura,Aerobic_mitochondria,None
Cipangopaludina chinensis,527796,Opisthokonta_Metazoa,Mollusca,Gastropoda,Aerobic_mitochondria,None
Channa micropeltes,64149,Opisthokonta_Metazoa,Chordata,Actinopteri,Mitosome,None
Beroe forskalii,140453,Opisthokonta_Metazoa,Ctenophora,Nuda,Aerobic_mitochondria,None
Mauremys megalocephala,260622,Opisthokonta_Metazoa,Chordata,Reptilia,Aerobic_mitochondria,None
Amitermes obeuntis,377857,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Prismognathus prossi,618395,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Diplostephium gynoxyoides,1716016,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Amanita inopinata Kibby_2008,1457513,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Fritillaria thunbergii,108546,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Ramulus hainanense,556494,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Henosepilachna vigintioctopunctata,420089,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Leavenworthia alabamica,310722,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Undescribed,Primary_green_plastid 
Capsicum lycianthoides,362342,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Prunus matuurae,2491139,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Microsporum canis ATCC 36299,877979,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Hydrangea petiolaris,349476,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Prochilodus harttii,1836193,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Macrhybopsis meeki,1001922,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Rattus niobe,472762,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Puccinia horiana,331382,Opisthokonta_Fungi,Basidiomycota,Pucciniomycetes,Aerobic_mitochondria,None 
Nettastoma parviceps,118177,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Stachybotrys chartarum,74722,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Oropetium aristatum,1986162,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Gossypium incanum,47637,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Stegodyphus dumicola,202533,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Istiompax indica,13603,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Tenualosa ilisha,373995,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Ricotia aucheri,1822399,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Tetrahymena borealis,5893,SAR_Alveolata,Ciliophora,Oligohymenophorea,Aerobic_mitochondria,None
Lynx pardinus,191816,Opisthokonta_Metazoa,Chordata,Mammalia,Undescribed,None
Eriocaulon decemflorum,2594721,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Henicorhynchus lineatus,369630,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Sarcocheilichthys nigripinnis,328518,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Pinguinus impennis,94623,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Meriones libycus,298886,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Styloperla spinicercia,1987586,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Alloeochaete namuliensis,2017767,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Saccharomyces cerevisiae YJM554,1294315,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Solanum aureitomentosum,1879227,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Amphiprion akallopisos,229067,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Epopella plicata,1560363,Opisthokonta_Metazoa,Arthropoda,Hexanauplia,Aerobic_mitochondria,None
Maja squinado,99391,Opisthokonta_Metazoa,Arthropoda,Malacostraca,Aerobic_mitochondria,None
Chabertia erschowi,1423137,Opisthokonta_Metazoa,Nematoda,Chromadorea,Aerobic_mitochondria,None
Otus scops,126827,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Pedopodisma emeiensis,2708006,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Uropsilus andersoni,182668,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Brettanomyces naardenensis,13370,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Tetrax tetrax,172684,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Lagocephalus wheeleri,204818,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Tetramorium immigrans,2164160,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Verticillium dahliae VDG2,1007914,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Castellia tuberculosa,211935,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Hirtella zanzibarica,212234,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Alectis indica,436001,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Aspergillus rambellii,308745,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Licania tomentosa,22987,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Dictyomenia sonderi,2007178,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Gentiana caelestis,1828746,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Echinorhynchus truttae,185727,Opisthokonta_Metazoa,Acanthocephala,Palaeacanthocephala,Aerobic_mitochondria,None
Psettodes erumei,195640,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Malassezia japonica,223818,Opisthokonta_Fungi,Basidiomycota,Malasseziomycetes,Aerobic_mitochondria,None 
Crucibulum laeve,68775,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Plasmodium yoelii,5861,SAR_Alveolata,Alveolata,Apicomplexa,Aerobic_mitochondria,Secondary_red_plastid_Apicoplast
Saccharomyces cerevisiae YJM320,947042,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Psorophora saeva,2597062,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Sinibotia pulchra,322129,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Bokermannohyla alvarengai,1513809,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Lindera glauca,332435,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Lobelia longisepala,1929856,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Rauvolfia verticillata,329875,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Acropora nasuta,70778,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Undescribed,None
Cyclopsetta fimbriata,721932,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Daimio tethys,76233,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Shiraia sp. slf14,665115,Opisthokonta_Fungi,Ascomycota,Dothideomycetes,Undescribed,None 
Carinotetraodon travancoricus,1220767,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Axonopus compressus,217170,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Trametes villosa,47662,Opisthokonta_Fungi,Basidiomycota,Agaricomycetes,Aerobic_mitochondria,None 
Diplotaxodon limnothrissa,163623,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Lunella granulata,405982,Opisthokonta_Metazoa,Mollusca,Gastropoda,Aerobic_mitochondria,None
Rhaphiolepis ferruginea,2675834,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Caltha palustris,3449,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Caulophyllum robustum,48401,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Senga ophiocephalina,1981834,Opisthokonta_Metazoa,Platyhelminthes,Cestoda,Aerobic_mitochondria,None
Zinaida nascens,1328976,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Eucalyptus erythrocorys,34314,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Parabreviscolex niepini,2041585,Opisthokonta_Metazoa,Platyhelminthes,Cestoda,Aerobic_mitochondria,None
Sundasciurus lowii,1002722,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Lonicera ferdinandi,447669,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Porphyrio hochstetteri,439704,Opisthokonta_Metazoa,Chordata,Aves,Aerobic_mitochondria,None
Crepidiastrum lanceolatum,77555,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Disporum sessile,34188,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Pheidochloa gracilis,221755,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Geocalamus acutus,261498,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Odocoileus hemionus,9872,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Myotis ikonnikovi,155915,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Danielozyma ontarioensis,130807,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Petroselinum crispum,4043,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Gliomastix tumulicola,909944,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Plasmodium vinckei petteri,138298,SAR_Alveolata,Alveolata,Apicomplexa,Aerobic_mitochondria,Secondary_red_plastid_Apicoplast
Sarcinofilum mucosum,141643,Archaeplastida_Viridiplantae,Chlorophyta,Ulvophyceae,Aerobic_mitochondria,Primary_green_plastid 
Dactylomys dactylinus,30619,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Indotestudo forstenii,260613,Opisthokonta_Metazoa,Chordata,Testudinidae,Undescribed,None
Sicyopterus lengguru,2597638,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Yarrowia yakushimensis,1527289,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Cryptocercus kyebangensis,161578,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Cavitermes tuberosus,187529,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Madrepora oculata,213639,Opisthokonta_Metazoa,Cnidaria,Anthozoa,Aerobic_mitochondria,None
Myctophum affine,143322,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Macrotermes malaccensis,201579,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Dendrolycopodium obscurum,62333,Archaeplastida_Viridiplantae,Streptophyta,Lycopodiopsida,Aerobic_mitochondria,Primary_green_plastid 
Wallemia mellicola,1708541,Opisthokonta_Fungi,Basidiomycota,Wallemiomycetes,Aerobic_mitochondria,None 
Phytophthora sojae,67593,SAR_Stramenopiles,Stramenopiles,Oomycota,Anaerobic_mitochondria,None
Pterocarya zhijiangensis,2527819,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Odocoileus virginianus,9874,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Saurida microlepis,1481781,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Neoceratodus forsteri,7892,Opisthokonta_Metazoa,Chordata,Dipnoi,Aerobic_mitochondria,None
Monosporascus sp. mg162,1081914,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Trema orientale,63057,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Anaerobic_mitochondria,Primary_green_plastid 
Chionanthus pubescens,2491095,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Micadina phluctainoides,590994,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Oenothera elata subsp. hookeri,85636,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Plasmodium ovale wallikeri,864142,SAR_Alveolata,Alveolata,Apicomplexa,Aerobic_mitochondria,Secondary_red_plastid_Apicoplast
Anemarrhena asphodeloides,59045,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Anomodon attenuatus,119543,Archaeplastida_Viridiplantae,Streptophyta,Bryopsida,Aerobic_mitochondria,Primary_green_plastid 
Parabotia fasciatus,143406,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Nacospatangus alta,1357422,Opisthokonta_Metazoa,Echinodermata,Echinoidea,Aerobic_mitochondria,None
Somena scintillans,1706520,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Heliconius melpomene amaryllis,248312,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Drosophila yakuba,7245,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Chloroidium sp. JM,2056393,Archaeplastida_Viridiplantae,Chlorophyta,Trebouxiophyceae,Aerobic_mitochondria,Primary_green_plastid 
Saccharomyces cerevisiae NY1308,1331972,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Heterometrus longimanus,1719223,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Pelargonium quinquelobatum,122256,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Taenioma perpusillum,210852,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Urocyon cinereoargenteus,55040,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Hyla annectans,317325,Opisthokonta_Metazoa,Chordata,Amphibia,Anaerobic_mitochondria,None
Leucoraja erinacea,7782,Opisthokonta_Metazoa,Chordata,Chondrichthyes,Aerobic_mitochondria,None
Talaromyces cellulolyticus,1472165,Opisthokonta_Fungi,Ascomycota,Eurotiomycetes,Aerobic_mitochondria,None 
Peterozyma xylosa,1337056,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Entamoeba histolytica HM-1:IMSS-B,885319,Amoebozoa,Evosea,Archamoebae,Aerobic_mitochondria,None 
Delia antiqua,265456,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Hynobius formosanus,284022,Opisthokonta_Metazoa,Chordata,Amphibia,Aerobic_mitochondria,None
Salix paraflabellaris,2714767,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Docynia delavayi,147044,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Tanakia koreensis,481700,Opisthokonta_Metazoa,Chordata,Actinopteri,Mitosome,None
fungal sp. ARF18,1427494,Opisthokonta_Fungi,unclassified Fungi,-,Aerobic_mitochondria,None 
Barbeya oleoides,48391,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Petiveria alliacea,46142,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Kalmanozyma brasiliensis GHG001,1365824,Opisthokonta_Fungi,Basidiomycota,Ustilaginomycetes,Aerobic_mitochondria,None 
Lespedeza bicolor,556514,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Hoolock hoolock,61851,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Chrysoporthe deuterocubensis,764597,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Paulownia kawakamii,70770,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Podospora comata,48703,Opisthokonta_Fungi,Ascomycota,Sordariomycetes,Aerobic_mitochondria,None 
Spheniscus mendiculus,156760,Opisthokonta_Metazoa,Chordata,Aves,Undescribed,None
Ephippus orbis,455453,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Takashimella tepidaria,211102,Opisthokonta_Fungi,Basidiomycota,Tremellomycetes,Aerobic_mitochondria,None 
Notothenia coriiceps,8208,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Liriomyza trifolii,198433,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Ophiopholis mirabilis,2705304,Opisthokonta_Metazoa,Echinodermata,Ophiuroidea,Aerobic_mitochondria,None
Cryptocellus narino,1329480,Opisthokonta_Metazoa,Arthropoda,Arachnida,Aerobic_mitochondria,None
Teinopalpus imperialis,157461,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Amelanchier interior,1143211,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Metschnikowia sp. 04-218.3,1807686,Opisthokonta_Fungi,Ascomycota,Saccharomycetes,Aerobic_mitochondria,None 
Pseudogyrinocheilus prochilus,400002,Opisthokonta_Metazoa,Chordata,Actinopteri,Aerobic_mitochondria,None
Pseudois nayaur,59542,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Palmaria palmata,2822,Archaeplastida_Rhodophyta,Rhodophyta,Florideophyceae,Aerobic_mitochondria,Primary_red_plastid
Crocidura indochinensis,876679,Opisthokonta_Metazoa,Chordata,Mammalia,Aerobic_mitochondria,None
Octopus bimaculoides,37653,Opisthokonta_Metazoa,Mollusca,Cephalopoda,Aerobic_mitochondria,None
Euparatettix variabilis,288131,Opisthokonta_Metazoa,Arthropoda,Insecta,Anaerobic_mitochondria,None
Citrus depressa,697036,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Athalia proxima,2650959,Opisthokonta_Metazoa,Arthropoda,Insecta,Aerobic_mitochondria,None
Ptyas dhumnades,8587,Opisthokonta_Metazoa,Chordata,Lepidosauria,Aerobic_mitochondria,None
Schrenkiella parvula,98039,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
Gordonia fruticosa,182312,Archaeplastida_Viridiplantae,Streptophyta,Magnoliopsida,Aerobic_mitochondria,Primary_green_plastid 
